ID,Title,Acceptance,Difficulty,Frequency,Link
1048,Longest String Chain,54.70%,Medium,0.019361689, https://leetcode.com/problems/longest-string-chain
674,Longest Continuous Increasing Subsequence,45.90%,Easy,0.019002947, https://leetcode.com/problems/longest-continuous-increasing-subsequence
9,Palindrome Number,48.40%,Easy,0.018837206, https://leetcode.com/problems/palindrome-number
965,Univalued Binary Tree,67.70%,Easy,0.018665964, https://leetcode.com/problems/univalued-binary-tree
290,Word Pattern,37.00%,Easy,0.018399783, https://leetcode.com/problems/word-pattern
590,N-ary Tree Postorder Traversal,72.10%,Easy,0.018182319, https://leetcode.com/problems/n-ary-tree-postorder-traversal
346,Moving Average from Data Stream,70.90%,Easy,0.017668304, https://leetcode.com/problems/moving-average-from-data-stream
953,Verifying an Alien Dictionary,54.10%,Easy,0.01765444, https://leetcode.com/problems/verifying-an-alien-dictionary
383,Ransom Note,53.10%,Easy,0.017621601, https://leetcode.com/problems/ransom-note
657,Robot Return to Origin,73.50%,Easy,0.017505918, https://leetcode.com/problems/robot-return-to-origin
1266,Minimum Time Visiting All Points,79.60%,Easy,0.017354015, https://leetcode.com/problems/minimum-time-visiting-all-points
876,Middle of the Linked List,68.40%,Easy,0.017074974, https://leetcode.com/problems/middle-of-the-linked-list
389,Find the Difference,55.30%,Easy,0.016978337, https://leetcode.com/problems/find-the-difference
145,Binary Tree Postorder Traversal,55.00%,Hard,0.016829118, https://leetcode.com/problems/binary-tree-postorder-traversal
771,Jewels and Stones,86.40%,Easy,0.016316533, https://leetcode.com/problems/jewels-and-stones
1304,Find N Unique Integers Sum up to Zero,76.30%,Easy,0.015892269, https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero
125,Valid Palindrome,36.70%,Easy,0.015827811, https://leetcode.com/problems/valid-palindrome
404,Sum of Left Leaves,50.90%,Easy,0.013981353, https://leetcode.com/problems/sum-of-left-leaves
724,Find Pivot Index,44.00%,Easy,0.013850637, https://leetcode.com/problems/find-pivot-index
151,Reverse Words in a String,21.90%,Medium,0.013753273, https://leetcode.com/problems/reverse-words-in-a-string
144,Binary Tree Preorder Traversal,55.70%,Medium,0.013667639, https://leetcode.com/problems/binary-tree-preorder-traversal
303,Range Sum Query - Immutable,44.70%,Easy,0.013240842, https://leetcode.com/problems/range-sum-query-immutable
665,Non-decreasing Array,19.50%,Easy,0.01301678, https://leetcode.com/problems/non-decreasing-array
66,Plus One,43.00%,Easy,0.012985087, https://leetcode.com/problems/plus-one
219,Contains Duplicate II,37.70%,Easy,0.012767489, https://leetcode.com/problems/contains-duplicate-ii
213,House Robber II,36.50%,Medium,0.012654392, https://leetcode.com/problems/house-robber-ii
26,Remove Duplicates from Sorted Array,45.10%,Easy,0.012133715, https://leetcode.com/problems/remove-duplicates-from-sorted-array
338,Counting Bits,69.50%,Medium,0.010884461, https://leetcode.com/problems/counting-bits
1221,Split a String in Balanced Strings,83.30%,Easy,0.008775835, https://leetcode.com/problems/split-a-string-in-balanced-strings
154,Find Minimum in Rotated Sorted Array II,41.60%,Hard,0.008482265, https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii
461,Hamming Distance,72.80%,Easy,0.008336855, https://leetcode.com/problems/hamming-distance
617,Merge Two Binary Trees,74.10%,Easy,0.008262803, https://leetcode.com/problems/merge-two-binary-trees
260,Single Number III,64.30%,Medium,0.008090659, https://leetcode.com/problems/single-number-iii
1344,Angle Between Hands of a Clock,61.40%,Medium,0.007795031, https://leetcode.com/problems/angle-between-hands-of-a-clock
175,Combine Two Tables,60.80%,Easy,0.007696786, https://leetcode.com/problems/combine-two-tables
328,Odd Even Linked List,55.70%,Medium,0.007643836, https://leetcode.com/problems/odd-even-linked-list
1365,How Many Numbers Are Smaller Than the Current Number,85.60%,Easy,0.007109877, https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number
142,Linked List Cycle II,37.30%,Medium,0.006564934, https://leetcode.com/problems/linked-list-cycle-ii
203,Remove Linked List Elements,38.60%,Easy,0.006479067, https://leetcode.com/problems/remove-linked-list-elements
309,Best Time to Buy and Sell Stock with Cooldown,47.40%,Medium,0.006400705, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown
1431,Kids With the Greatest Number of Candies,88.90%,Easy,0.0059277, https://leetcode.com/problems/kids-with-the-greatest-number-of-candies
237,Delete Node in a Linked List,63.80%,Easy,0.005144706, https://leetcode.com/problems/delete-node-in-a-linked-list
35,Search Insert Position,42.60%,Easy,0.004646849, https://leetcode.com/problems/search-insert-position
797,All Paths From Source to Target,77.90%,Medium,0.002470357, https://leetcode.com/problems/all-paths-from-source-to-target
